"","sentiment","sentiment_confidence","text","sentiment_numeric","hasEmoji","hasEmoticon","hasUrl","hasMention","hasHashtag"
"1002","positive",1,"@JetBlue wouldn't mind paying for the snacks but no $ for tix :-)  Great job guys ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1003","positive",1,"@SouthwestAir for the win as always  saved my day and got me on a direct to Orlando  🎉🎉🎉",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1004","neutral",0.6915,"😂😂😂  @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"1005","positive",1,"@SouthwestAir @SacIntlAirport Feels like a good day to fly  Thanks for the ontime departure to SNA  #bestinclass #30000ft #takemehome",1,FALSE,TRUE,FALSE,TRUE,TRUE
"1006","neutral",1,"@united got it  look forward to hearing from you soon",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1007","negative",1,"@JetBlue Noooo  Why is our previously direct flight from FLL gt SFO diverted to LAS  Now arriving almost 2 hrs Late Flightr  👎",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1008","positive",0.6556,"@JetBlue  was far less painful than what was coming from Avis  💙",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1009","negative",1,"@AmericanAir you can't change my flights and not have enough operators to handle calls  #unacceptable #AmericanAirlines",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1010","negative",1,"@AmericanAir why did flight 1636 get Cancelled Flightled  Waiting for a rep to rebook  but wondering if there will be other issues getting out ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1011","negative",1,"@AmericanAir been @ airport 8hrs been told nothing by anyone until now your rep has said  we are waiting for the mechanics to finish lunch ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1012","negative",1,"@united #UnitedAirlines fill out form and never receive response  I expect remedy  We can travel another airline and Cancelled Flight as members w u ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1013","neutral",1,"@AmericanAir just hoping praying for a safe flight  They've had to stop and de ice our plane yet again😞",0,TRUE,FALSE,FALSE,TRUE,FALSE
"1014","negative",1,"@USAirways 4 hours Late Flightr And i lost my conection 😡",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1015","negative",0.6636,"@SouthwestAir lets chat about flights to and from BWI and the Carolina area  Can a girl get break  I've had to resort to USAir 😖 2 a day ",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1016","negative",1,"@JetBlue is flight 51 on 4 24 15 moved back  When I booked it said we arrive 11 31 but now it says 12 08 😢",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1017","negative",1,"@AmericanAir yes  for tomorrow at 9 am  But I have to work though 😒 I'm really mad about the situation",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1018","neutral",0.6625,"@VirginAmerica weather delays  gt  next few weeks ;)  #JFK #BOS #DCA",0,FALSE,TRUE,FALSE,TRUE,TRUE
"1019","neutral",1,"@united leisure  Military personnel for safety reason R highly recommended to not travel in uniform",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1020","neutral",0.6514,"@JetBlue or she ;) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1021","positive",1,"@SouthwestAir thank you :-) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1022","positive",1,"@SouthwestAir Thank you Thank you Thank you  My last attempt to win #DestinationDragons tickets was a success  I could not be happier  :) ",1,FALSE,TRUE,FALSE,TRUE,TRUE
"1023","neutral",0.6756,"@united I normally ask people to put on headphones but not toddlers  Maybe planes should have a  kid  section  near the back  ;) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1024","negative",1,"@USAirways great job today In ruining 45 people's vacation  Thanks to your incompetent pilot and staff we have all now missed our flights",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1025","positive",0.3491," @USAirways  @jdbwaffles We're excited to have you fly with us  JB  When will this be  Spring Break  ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1026","neutral",1,"@VirginAmerica On all your flights ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1027","negative",1,"@SouthwestAir Cancelled Flighted Sunday 9 50AM flight to Dallas next flight out is Tuesday afternoon  Stranded  #BS #GetMeOuttaHere #SouthwestSucks",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1028","negative",1,"@AmericanAir it's taken care of already  I've come to expect this level of horrible service from you time and time again",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1029","neutral",1,"@SouthwestAir if only you could control the weather in Las Vegas 😉",0,TRUE,FALSE,FALSE,TRUE,FALSE
"1030","negative",0.702,"@AmericanAir thanks  but I had to hire a car in Chicago and drive to MKE  Does that mean I have to go to the airport ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1031","negative",1,"@United had a maintenance issue  Stuck in Geneva with meal voucher that won't even cover a pLate Flight of spaghetti  Really ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1032","negative",1,"@JetBlue Thank you for the reply  Would've appreciated communication before checking in about the delay  JetBlue used to be my go to",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1033","negative",1,"@USAirways @united two broken airplanes  two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college  👍",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"1034","negative",1,"@USAirways thanks to you  you have now incurred us approximately 2000 dollars in fees due to a staff members screw up  #neveragain",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1035","negative",1,"@USAirways We take Late Flight to a whole new level ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1036","positive",1,"@VirginAmerica Moodlighting is the only way to fly  Best experience EVER  Cool and calming  💜✈ #MoodlitMonday",1,TRUE,FALSE,FALSE,TRUE,TRUE
"1037","neutral",0.6646,"@AmericanAir at LAX  amp  just got off the phone w reservations  Every flight that'd get me to BOS before 11 am tmrw is apparently unavailable 😐",0,TRUE,FALSE,FALSE,TRUE,FALSE
"1038","negative",1,"@united never fails to have delayed flights 😡",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1039","positive",0.6566,"@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club  any way you can slide us a couple passes  ;) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1040","positive",1,"@SouthwestAir thank u for not leaving me @me nice job running thru the airport to catch your connecting flight",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1041","neutral",1,"@SouthwestAir @love dragonss AHHHH YES LAUREN",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1042","negative",1,"@VirginAmerica I tried that  You offered to charge me an additional $1k for a new ticket or be stranded until Thurs  1st time  last time ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1043","neutral",0.6601,"@SouthwestAir what is the status on flight#122 STL AUS ",0,FALSE,FALSE,FALSE,TRUE,TRUE
"1044","positive",1,"@SouthwestAir Love Southwest  You guys have been good to me  ",1,FALSE,FALSE,TRUE,TRUE,FALSE
"1045","neutral",1,"@JetBlue the whole plane  Flight 561 from LGA to PBI ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"1046","negative",1,"@USAirways pls get me back to Tallahassee:(  no one should ever have to be stranded in Gainesville for this long😒",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1047","negative",1,"@united Flight Cancelled Flightled to BDL and stranded @Dulles Airport  Waiting almost 2hrs at customer service  Shout out to diligent agents ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1048","negative",1,"@united customer service is atrocious  You have disrupted my travel plans  you have lost my luggage and it is impossible to TALK TO A HUMAN",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1049","negative",0.699,"@JetBlue if there is a  processing error  the why do you send out full flight tickets and confirmations  #FlySouthwest",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1050","neutral",1,"@JetBlue I know where you guys jet  LOL  but if you love me so much  help a brother out :)  Hot weather  great nightlife  2 3 hour flight",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1051","neutral",1,"@united Want to make my day  :)  Friend is Premier  amp  I should be soon  Any chance you can upgrade our two 10 hr leg of flights to ecom plus ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1052","negative",1,"@united not yet  I complained about the guy who checked my luggage in as he was throwing the bags around  Unfortunate coincidence I hope ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1053","negative",1,"@USAirways never flying you guys again  your customer service is awful",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1054","positive",1,"@united They let us know in advance of the reboot  yes :)  Thanks for the attentiveness ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1055","positive",1,"@JetBlue great flight  Great view  :-)  ",1,FALSE,TRUE,TRUE,TRUE,FALSE
"1056","negative",1,"@SouthwestAir 4 flights Cancelled Flightled in one week  Customer Service is 💩💩💩💩",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1057","negative",1,"@AmericanAir were stuck on a plane in Dallas that's supposed to be going to Okc  There's an issue w  the plane  Any idea on how much longer ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1058","neutral",1,"@JetBlue @zakkohane pretty sure he's saying Ricoh had great service down at BOS ;)  #happytohelp",0,FALSE,TRUE,FALSE,TRUE,TRUE
"1059","negative",0.6667,"@usairways Thx for responding :)  When bags came there was mad rush towards end of jetway why not just put thru baggage claim ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"1060","neutral",0.6592,"@SouthwestAir Flying South by Southwest from SJC to SNA tiday ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"1061","positive",1,"@JetBlue @Maddie Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful  Keep up the great work 😊",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1062","positive",1,"@AmericanAir I've just received the ticket  Thank you for your help",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1063","neutral",0.6373,"@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight",0,FALSE,FALSE,FALSE,TRUE,TRUE
"1064","negative",0.6551,"@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min  😒👺 we have schedules too",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1065","negative",1,"@SouthwestAir Thanks for the terrible service  Stranded in MDW for 2 days   amp  now can't find confirmation for rebooked flight from MKE ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1066","negative",1,"@united care less about the person   although he walked away while I was complaining  A man at 10p at LAX club  More ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1067","positive",1,"@VirginAmerica gave a credit for my Late Flight flight yesterday  Great service   That's a Wow moment  Unexpected gesture ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1068","neutral",1," @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"1069","negative",0.6564," @AmericanAir  the best the agent could do is put me on a flight arriving tomorrow afternoon  with a six hour layover ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1070","neutral",0.6793,"@JetBlue Can you do me a huge favor 🙏❤️",0,TRUE,FALSE,FALSE,TRUE,FALSE
"1071","negative",1,"@USAirways any updates on flight 1917 from Philly to LA  Been sitting at gate for close to 2 hours",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1072","negative",1,"@USAirways So frustrating because I still have not gotten them back  Why my bag was sent to NY is a mystery  Shame on me this time ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1073","positive",1,"@JetBlue I agree  If only there was a frequent tweeter discount so I could fly to see more friends  😀@Tinman2IronMan @meggersrocks",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1074","positive",1,"@SouthwestAir Ahah😃💕🎵 That is why I love SW✈❗ ^^ ❤",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1075","positive",1,"@SouthwestAir I'm on the 10 55 flight  Everyone has been so nice and helpful  I'm just hoping we'll get to fly out  Thank you  ;) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1076","negative",1,"@AmericanAir Is this a serious thread  Maybe you guys should re read it  #fail",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1077","negative",1,"@united 15 hr flight w broken #Dreamliner media system  Witness #mental #breakdown as we bounce off walls  Remind me why I'm 1K ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1078","positive",0.7141,"@united Every United flight between Saipan and Guam is an adventure  You never know when @CapeAir's old plane will be operational :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1079","positive",1,"@JetBlue thank you will do  You guy are awesome ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1080","positive",1,"@SouthwestAir a nice trip back home after a looong vaca 😊🌴 ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"1081","positive",0.6551,"@JetBlue thanks for the info  Figured that was the case  Hopefully my new hashtag will change that ;)  #ABCLetJetBlueStreamFeed",1,FALSE,TRUE,FALSE,TRUE,TRUE
"1082","negative",1,"@VirginAmerica having problems Flight Booking Problems on the web site  keeps giving me an error and to contact by phone  phone is 30 minute wait ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1083","negative",1,"@USAirways thanks for making me miss my meeting in Dallas  700 dollars down the toilet 😊",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1084","negative",1,"@SouthwestAir wifi on my plane but I gotta pay for it  Help your broke homegirl out✈️📱",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1085","negative",1,"@AmericanAir you keep returning my call and hanging up when I answer  Help reFlight Booking Problems a flight ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1086","neutral",0.6857,"@AmericanAir depends on the terminal  what' the best option  Arrive C  depart A  Breakfast burrito is what I'm craving  Any update on 1119 ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1087","negative",1,"@SouthwestAir I'm a huge fan and give y'all too much business so please fix the damn wifi ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1088","neutral",1,"@AmericanAir Not here yet  but I plan on it  If you could have them fly low and slow right in front of me  that would be great  ;-) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1089","neutral",0.6563,"@USAirways Hi guys  Are flights 5594 and 3937 still on time  The site and app are both down and I can't check  Thanks ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1090","positive",1,"@JetBlue can't wait  I'll be the one who can't contain herself  😄",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1091","negative",1,"@VirginAmerica hi  I just bked a cool birthday trip with you  but i can't add my elevate no  cause i entered my middle name during Flight Booking Problems 😢",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1092","positive",0.6276,"@USAirways woohoo  He still has 1 more flight but so happy to hear they're in the air  just about cried   Must be the preggo hormones  thx ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1093","negative",0.6915,"@united @annricord $856 81 the cost of one of the round trip tickets ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1094","positive",1,"@united   thanks  i will catch my conection  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1095","positive",1,"@JetBlue FLL to MDE  great flight  great customer service  THANKS  2 mths waiting @AmericanAir to speak to a human at customer service",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1096","negative",1,"@AmericanAir no repair made to the water line  No potable water on board this flight   We will take off soon  Time for new planes MCI gt;D FW ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"1097","positive",1,"@JetBlue ah no the staff was perfect this morning at JFK  more sleep for me  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1098","positive",0.6855,"@VirginAmerica I see what you did there ;) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1099","negative",0.6734,"@USAirways Thanks means a lot after I was verbally cussed out  charged extra for a bag   amp  then told   I don't feel like dealing with it  😒",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1100","positive",0.7012,"@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can  😏",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1101","negative",1,"@united   please help regarding PNR A3ZZ0F  Why am I now waitlisted for a flight ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1102","negative",0.6639,"@united I will be stunned if my bags are in Hartford with me  The ORD ground crew only had an hour to move my bags 200 yards",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1103","neutral",1,"@USAirways How long before departure do gates stay open  Will I make my connecting flight 1861 to RDU from flight 894 ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1104","negative",1,"@united looks like today will be my 6th consecutive delayed flight from you do I win a prize  @Southwest Air why don't you fly to SBA  😭",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1105","neutral",1,"@JetBlue Gerne :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1106","negative",1,"@JetBlue thanks but still annoying  Especially if I miss my flight  😉 Can I tweet at the TSA ",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1107","neutral",1,"@AmericanAir you wont allow calls  My husband has a ticket but it looks like all the seats are taken  I cant even call ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1108","neutral",1,"😂😂 RT @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"1109","positive",1,"@JetBlue perfect  Probably need some coffee to stay awake during the night ;) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1110","positive",1,"@united @annricord Great  Appreciate it😊",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1111","positive",0.3579,"😎 RT @VirginAmerica  You ve met your match  Got status on another airline  Upgrade  +restr  ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"1112","negative",1,"@united send someone to the customer service counter in person  DIA concourse B across from gate B36a ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1113","negative",0.6508,"@SouthwestAir trying to change my reservation  been on hold for 45 minutes  and can't do it online was directed to call  Help ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1114","neutral",1,"👍👍✈️✈️💗 When are you guys going to start flying to Paris  @VirginAmerica  @LizaUtter You're welcome ",0,TRUE,FALSE,FALSE,TRUE,FALSE
"1115","positive",1," @JetBlue  @2littlebirds Beautiful shot  Thanks for sharing  Using #FlyFi to post  ;)   Your welcome  Not on this flight  It was a quickie;) ",1,FALSE,TRUE,FALSE,TRUE,TRUE
"1116","neutral",0.6947,"@USAirways we're glad to hear it  Out of curiosity  what causes such flight patterns ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1117","positive",1,"@united he is so excellent and so reliable :)  #happycustomer",1,FALSE,TRUE,FALSE,TRUE,TRUE
"1118","negative",1,"@JetBlue what's the delay if the system isn't down ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1119","neutral",1,"@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston  Any suggestions on what I can do  Need to be in Boston by Monday ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1120","negative",1,"@USAirways after 3 Cancelled Flightlations and a delay  causing me to miss connecting flight  Another night not being home  Thanks #pathetic",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1121","negative",1," @USAirways Have you just given up ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1122","positive",0.7153,"@JetBlue he loved the #natural #beefjerky snacks😉",1,TRUE,FALSE,FALSE,TRUE,TRUE
"1123","neutral",1,"THE END  RT @USAirways  Reminder  From 2 28  we ll be tweeting from @AmericanAir  You should join us  ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"1124","positive",1,"@VirginAmerica Congrats VX on the new route  ✈️🎉",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1125","positive",1,"@AmericanAir my boss is :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1126","negative",1,"@VirginAmerica you guys messed up my seating  I reserved seating with my friends and you guys gave my seat away   😡 I want free internet",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1127","neutral",0.6809,"@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow  Just sent you a DM to help me ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1128","positive",1,"@USAirways YOU ARE AMAZING  YOU ARE THE BEST  FOLLOW ME PLEASE AND I FOLLOW YOU BACK;) 🙏🙏🙏✌️😉 ",1,TRUE,TRUE,FALSE,TRUE,FALSE
"1129","neutral",0.6437,"@united I'm aware  I fly a lot :)  Just sad I had to change my shoes  boots  ha  #HappyFlight",0,FALSE,TRUE,FALSE,TRUE,TRUE
"1130","positive",0.6702,"@united Made the upgrade list  Will fly 1st tomorrow  for 40 min  for the first time ever  🙌 #StatusMatchPaidOff ",1,TRUE,FALSE,TRUE,TRUE,TRUE
"1131","positive",1,"@AmericanAir everything for sorted out  Thanks for the help  Excited to get home tonight ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1132","negative",0.6848,"@JetBlue should I bother contacting them  I already checked into my flight 😕",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1133","negative",1,"@SouthwestAir is Flight 3113 OMA gt;D EN on 2 21 actually Cancelled Flightled  Been on hold for over an hour and your website says conflicting messages",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"1134","neutral",1,"@SouthwestAir If there are any Imagine Dragons tickets left for tomorrow at @VelourLive here in Utah I would love to go I am available  :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1135","negative",1,"@SouthwestAir the wait for the bags is longer than the actual flight ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1136","neutral",1,"@SouthwestAir The Opal Dragon book The Dragon  ALI  has woven his murdering ways from the Philippines to Australia ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"1137","neutral",1,"@JetBlue my mom always said to never settle  If your chips ain't blue  you just won't do ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1138","positive",0.6858,"@USAirways Thank you so much its been a very stressful day",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1139","negative",1,"@AmericanAir it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour  👎😡✈️ #notahappycustomer #leavingtomm",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"1140","negative",1,"@VirginAmerica moved my seat with no notice   Better seat  is cabin select not behind the row I selected👎 #DISAPPOINTED",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"1141","positive",0.6753,"@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING  He needs a raise 👍 Had the best experience with him",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1142","neutral",0.6809,"@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons",0,FALSE,FALSE,FALSE,TRUE,TRUE
"1143","positive",0.6576,"@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧",1,TRUE,FALSE,FALSE,TRUE,TRUE
"1144","negative",1,"@united great job losing one of my six bags on a direct flight  Don't know how you manage to do it ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1145","negative",1,"@united Bos SF was in between waivers  Business Cancelled Flighted due to weather before after  No flexibility compassion in extreme circumstances = 😔",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1146","negative",1,"@AmericanAir The flight is the wrong day  Confirm # USXLON  Departure on 5 21 should be 5 22 for 2 people",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1147","negative",1,"@United flight was scheduled for 11 56  it's 1 05 and we haven't moved  I have never been on a flight where everyone moved without a sense",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1148","neutral",1,"@AmericanAir Here is the photo ;)  ",0,FALSE,TRUE,TRUE,TRUE,FALSE
"1149","negative",0.659,"@AmericanAir I'll try to have a great week once I receive it 😩😭💔",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1150","positive",0.6566,"@JetBlue PDX to JFK was suuuuper HOT ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1151","positive",1,"@JetBlue This could be the beginning of a BLUEtiful relationship :)  #lifeneedsfrosting",1,FALSE,TRUE,FALSE,TRUE,TRUE
"1152","negative",1,"@AmericanAir I can't keep dialing you guys all day  Can I get into the callback queue ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1153","neutral",0.6768,"@united it sucks not having the money to book a flight to see the love of my life  2600 miles away ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"1154","positive",0.6481,"@SouthwestAir telling my Fam in Vegas now  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1155","negative",1,"@JetBlue Flights 1384 and 1583  I have picked up twice this week for 1583  and both times it was delayed  😕",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1156","neutral",0.6471,"@JetBlue Indeed  It was not 😉 ",0,TRUE,FALSE,FALSE,TRUE,FALSE
"1157","negative",1,"@united I'm in Denver  my bag is in San Jose  See something wrong here ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1158","positive",1,"@SouthwestAir thanks  Very excited to see it :D ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1159","positive",1,"@USAirways   done :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"1160","positive",1,"@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn  Nice start to the day ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1161","negative",0.677,"@SouthwestAir 2 bags fly free  So what's with all the carry on's  #packingayak @BrianReganComic",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"1162","neutral",0.6657,"💯💯💯 RT @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"1163","negative",1,"@united after waiting for over an hour we finally board the airplane only to find out we have to call maintenance  And this plane is cold 😡",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"1164","negative",1,"@SouthwestAir wife's flight to DAL just got Cancelled Flightled  What does she do to find options to get back home  1708 PHX gt;D AL",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"1165","neutral",0.6442,"@shannonwoodward If you want  we can keep you updated on who's wearing who   amp  who's with who   amp  who wins what  We're nice like that  ;) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"1166","positive",0.6554,"@USAirways 1917  Thanks for the 5 hour layover in LA too👍 Icing on the cake  At least your staff was courteous and helpful  Not #unreal",1,TRUE,FALSE,FALSE,TRUE,TRUE
"1167","positive",0.701,"@JetBlue well lucky I only fly JB I guess I would be even more squished on any other airline 😞",1,TRUE,FALSE,FALSE,TRUE,FALSE
"1168","negative",1,"@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1169","positive",1,"I always look forward to JB RT @JetBlue  @bostongarden :)  Looking forward to welcoming you onboard  💙",1,TRUE,TRUE,FALSE,TRUE,FALSE
"1170","positive",1,"@AmericanAir thanks for responding   will do ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"1171","positive",1,"@VirginAmerica   amazing customer service  again  💕💕 RaeAnn in SF   she's the best  #customerservice #virginamerica #flying",1,TRUE,FALSE,FALSE,TRUE,TRUE
"1172","negative",1,"@united @staralliance how can I book reward travel in August  Everything is blacked out ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1173","negative",1,"@united Disappointed UNITED did NOT feed small CHILDREN on a 5  amp  half hour flight  Honolulu to Los Angeles  Appalling  ESP food waspaid for",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1174","negative",1,"@JetBlue You also promised to change my wife's name on the account and it is also not done  WTF ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1175","positive",0.6489,"@jetblue offered me a complimentary drink for switching seats  Stewardess asked for my age  amp  I said 30  We giggled  #goodgenes #ilookyoung",1,FALSE,FALSE,FALSE,TRUE,TRUE
"1176","negative",1,"@SouthwestAir wifi is the worst $8 investment I have ever made ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"1177","negative",1,"@united I will  On @AmericanAir @SouthwestAir @Delta or @JetBlue all of which will be getting my business  #unfriendlyskies #unbelievable",-1,FALSE,FALSE,FALSE,TRUE,TRUE
